sector,index,temp,humidity
5,8,20.3557,60.8229
5,9,20.2446,60.3107
5,10,20.3853,60.3932
5,11,20.2573,60.2336
5,12,20.5242,60.2599
5,13,20.4198,60.2935
5,14,20.5207,60.1595
5,15,20.4062,60.4665
5,16,20.5078,60.6675
5,17,20.4975,59.9694
5,18,20.5841,59.9157
5,19,20.5900,60.5578
5,20,20.5246,60.5520
5,21,20.4485,60.5305
5,22,20.5388,60.0325
5,23,20.6105,59.9995
5,24,20.5711,60.1019
5,25,20.6378,60.0071
5,26,20.4980,60.2701
5,27,20.4674,59.7317
5,28,20.7219,59.7156
5,29,20.7505,60.1766
5,30,20.5079,60.0628
5,31,20.4993,59.5995
5,32,20.7031,59.9708
5,33,20.5768,59.8469
5,34,20.6134,59.8422
5,35,20.5995,59.7812
5,36,20.7512,60.0556
5,37,20.6435,59.8172
5,38,20.8348,59.6989
5,39,20.5887,59.7062
5,40,20.6177,59.4053
5,41,20.7096,59.4425
5,42,20.8788,59.8962
5,43,20.7330,59.4660
5,44,20.8134,59.9343
5,45,20.7924,59.6528
5,46,20.8142,59.2596
5,47,20.8248,59.8341
5,48,20.7330,59.2743
5,49,20.7887,59.5196
5,50,20.7510,59.8660
5,51,20.7997,59.2151
5,52,21.0311,59.2746
5,53,21.0142,59.3252
5,54,20.9167,59.6622
5,55,20.8425,59.5277
5,56,21.0778,59.4102
5,57,21.0618,59.3717
5,58,21.0760,59.3748
5,59,21.0108,59.3814
5,60,20.9988,59.2128
5,61,20.9234,59.0388
5,62,20.9037,59.4413
6,0,21.1407,58.7936
6,1,20.9597,59.0413
6,2,21.0897,59.4742
6,3,21.0175,59.5019
6,4,21.0582,59.1329
6,5,21.1902,58.6861
6,6,21.2059,59.1281
6,7,21.0643,59.1343
6,8,20.9945,58.9894
6,9,21.2675,59.2741
6,10,21.0257,59.0713
6,11,21.0216,59.2387
6,12,21.1523,59.2488
6,13,21.1865,58.7256
6,14,21.0994,58.8872
6,15,21.3132,58.7913
6,16,21.1225,58.4861
6,17,21.3473,58.5812
6,18,21.2199,58.5004
6,19,21.3340,58.4724
6,20,21.1334,58.5205
6,21,21.3934,58.5224
6,22,21.2148,59.0314
6,23,21.1959,58.6383
6,24,21.3070,58.7818
6,25,21.2942,58.3157
6,26,21.3607,58.3258
6,27,21.4293,58.6319
6,28,21.3467,58.6594
6,29,21.4458,58.6270
6,30,21.4775,58.5562
6,31,21.5278,58.6369
6,32,21.3529,58.5181
6,33,21.4456,58.4685
6,34,21.3421,58.2974
6,35,21.3498,58.7655
6,36,21.5061,58.5301
6,37,21.5911,58.1613
6,38,21.4079,57.9581
6,39,21.4581,58.4720
6,40,21.5716,58.0263
6,41,21.4635,58.2394
6,42,21.4971,57.9389
6,43,21.5077,58.0757
6,44,21.5636,57.9608
6,45,21.5755,58.5053
6,46,21.6284,58.0841
6,47,21.5112,58.2601
6,48,21.5217,57.9810
6,49,21.6471,58.2589
6,50,21.5956,58.3264
6,51,21.5009,58.4010
6,52,21.5995,58.1665
6,53,21.6961,57.7427
6,54,21.5225,58.0331
6,55,21.7419,57.7978
6,56,21.6113,58.0548
6,57,21.7247,57.5245
6,58,21.6294,58.0981
6,59,21.7829,57.7952
6,60,21.8227,57.6706
6,61,21.8308,57.7066
6,62,21.6683,57.4963
7,0,21.7296,57.5764
7,1,21.6888,57.5866
7,2,21.7296,57.5359
7,3,21.8650,57.9367
7,4,21.9579,57.4879
7,5,21.7757,57.8992
7,6,21.9333,57.6618
7,7,22.0049,57.2340
7,8,21.9091,57.3707
7,9,21.8512,57.1325
7,10,21.9367,57.4398
7,11,21.7961,57.8448
7,12,21.8953,57.4211
7,13,21.9387,57.8023
7,14,22.0182,57.3484
7,15,21.9544,57.1026
7,16,22.0904,57.3509
7,17,22.0671,57.2916
7,18,21.9910,57.6140
7,19,21.8915,57.3171
7,20,21.9255,56.9589
7,21,22.0530,57.0464
7,22,22.1647,57.4442
7,23,22.0388,57.0201
7,24,22.0016,57.3858
7,25,22.0429,57.2367
7,26,22.1128,57.0949
7,27,22.0473,56.7578
7,28,22.1104,57.3908
7,29,22.0071,56.7295
7,30,22.1752,57.0762
7,31,22.0762,57.2126
7,32,22.2166,56.8335
7,33,22.1758,57.0834
7,34,22.3377,56.7013
7,35,22.3316,56.5560
7,36,22.2559,57.2156
7,37,22.2601,56.5410
7,38,22.3801,57.2044
7,39,22.1452,57.0226
7,40,22.3718,56.4987
7,41,22.2644,56.5745
7,42,22.3796,56.7374
7,43,22.3113,56.4134
7,44,22.3720,56.3620
7,45,22.2838,56.4587
7,46,22.4170,56.5745
7,47,22.4551,56.9956
7,48,22.2147,57.0208
7,49,22.3779,56.8988
7,50,22.5058,56.4714
7,51,22.2586,56.7997
7,52,22.2889,56.1380
7,53,22.4703,56.2858
7,54,22.5256,56.2548
7,55,22.4059,56.0889
7,56,22.5577,56.6805
7,57,22.3434,56.6401
7,58,22.3885,56.6032
7,59,22.3448,56.6966
7,60,22.6496,56.7361
7,61,22.4553,56.4816
7,62,22.5574,55.9117
8,0,22.4237,56.1452
8,1,22.4038,56.3961
8,2,22.4132,56.1437
8,3,22.5130,55.8238
8,4,22.5366,55.9018
8,5,22.6298,55.8726
8,6,22.5060,56.4721
8,7,22.6915,56.0377
8,8,22.5607,56.1592
8,9,22.7536,56.2579
8,10,22.5155,56.3991
8,11,22.8130,56.3922
8,12,22.6359,55.8761
8,13,22.7765,56.1666
8,14,22.7418,56.0991
8,15,22.8390,56.3163
8,16,22.6927,55.6786
8,17,22.7837,55.5665
8,18,22.6206,55.7632
8,19,22.8990,55.8730
8,20,22.9018,55.4199
8,21,22.6632,55.8864
8,22,22.6832,56.0097
8,23,22.8954,55.9299
8,24,22.7296,55.9237
8,25,22.7638,55.9923
8,26,22.9709,55.3424
8,27,22.9317,55.3640
8,28,22.7229,55.8518
8,29,22.8347,55.6911
8,30,22.7937,55.2400
8,31,22.7704,55.1976
8,32,22.8468,55.1668
8,33,22.9712,55.4909
8,34,22.8639,55.5842
8,35,22.9317,55.1886
8,36,22.8871,55.3517
8,37,22.9854,55.6070
8,38,22.8986,55.5953
8,39,22.9240,55.4585
8,40,22.8805,55.4649
8,41,22.8871,55.0747
8,42,22.9158,55.3571
8,43,22.9157,55.2883
8,44,22.9464,55.4330
8,45,23.0832,54.9736
8,46,23.0521,55.1437
8,47,23.2180,55.0070
8,48,23.1237,55.0241
8,49,23.1962,55.4655
8,50,23.2569,55.2351
8,51,23.1547,54.9300
8,52,23.1273,54.9888
8,53,23.2202,55.0696
8,54,23.2536,54.7951
8,55,23.2305,55.1174
8,56,23.1626,54.7347
8,57,23.3562,55.3564
8,58,23.3697,55.2106
8,59,23.2663,54.7715
8,60,23.2972,54.5428
8,61,23.1403,55.1408
8,62,23.1674,55.0685
9,0,23.3234,54.5105
9,1,23.2375,55.0835
9,2,23.1719,54.5787
9,3,23.3222,54.5516
9,4,23.4350,54.4325
9,5,23.2081,54.8146
9,6,23.3061,54.8149
9,7,23.3675,54.4237
9,8,23.2406,54.9852
9,9,23.3336,54.9444
9,10,23.4839,54.3824
9,11,23.3057,54.9011
9,12,23.5007,54.2205
9,13,23.5010,54.1364
9,14,23.5340,54.1585
9,15,23.4961,54.6332
9,16,23.3738,54.7876
9,17,23.4042,54.2757
9,18,23.4252,54.3457
9,19,23.4380,54.4811
9,20,23.6208,54.6557
9,21,23.5890,54.5476
9,22,23.6847,54.7112
9,23,23.4847,54.6495
9,24,23.6576,54.3435
9,25,23.6079,54.3386
9,26,23.6711,54.4992
9,27,23.7534,54.1575
9,28,23.6699,54.0641
9,29,23.6096,53.9856
9,30,23.5516,53.7777
9,31,23.7808,53.9220
9,32,23.7245,54.3493
9,33,23.6348,54.0876
9,34,23.7128,54.3153
9,35,23.7460,53.8781
9,36,23.7644,53.7108
9,37,23.7832,54.0035
9,38,23.6924,54.0761
9,39,23.7304,53.6787
9,40,23.9108,53.9021
9,41,23.7810,53.8078
9,42,23.7645,53.9290
9,43,23.7096,54.0075
9,44,23.9612,54.0255
9,45,23.7020,54.1828
9,46,23.8869,53.3638
9,47,23.8538,53.7963
9,48,23.7809,53.8615
9,49,23.8744,53.9666
9,50,24.0230,53.5449
9,51,23.8050,53.4641
9,52,23.9177,53.5461
9,53,23.9833,53.5888
9,54,23.9477,53.7485
9,55,24.0030,53.2303
9,56,24.0369,53.5314
9,57,23.8288,53.6768
9,58,23.9107,53.4057
9,59,23.9780,53.4203
9,60,24.0860,53.4039
9,61,24.1261,53.7510
9,62,24.1785,53.7765
10,0,24.0002,53.6673
10,1,24.1501,53.1404
10,2,24.0508,53.2250
10,3,24.1097,53.6403
10,4,24.1982,53.4024
10,5,24.1282,53.6306
10,6,24.0163,53.2612
10,7,24.1276,53.3891
10,8,24.2851,53.5290
10,9,24.0662,53.5438
10,10,24.0616,53.1016
10,11,24.1834,52.8037
10,12,24.2433,53.0169
10,13,24.1941,52.7190
10,14,24.2598,53.1109
10,15,24.1642,53.3153
10,16,24.1578,53.0464
10,17,24.3925,52.7241
10,18,24.2537,53.1563
10,19,24.2290,52.9649
10,20,24.1828,52.9847
10,21,24.2074,52.9659
10,22,24.1744,52.5322
10,23,24.4354,53.1792
10,24,24.3236,52.4179
10,25,24.4305,53.0041
10,26,24.2418,52.7129
10,27,24.4414,52.9220
10,28,24.5175,52.6686
10,29,24.4512,52.4410
10,30,24.4575,52.8344
10,31,24.4256,52.5530
10,32,24.5638,53.0050
10,33,24.4879,52.9692
10,34,24.5633,52.2316
10,35,24.4836,52.7376
10,36,24.4211,52.2793
10,37,24.5112,52.3305
10,38,24.5366,52.5025
10,39,24.6657,52.4278
10,40,24.4356,52.0762
10,41,24.6373,52.5617
10,42,24.5055,52.2656
10,43,24.4629,52.2632
10,44,24.5985,52.1080
10,45,24.6977,52.0615
10,46,24.5605,52.3139
10,47,24.7415,51.9033
10,48,24.7453,51.9342
10,49,24.5523,52.5692
10,50,24.6070,52.3141
10,51,24.7642,51.9944
10,52,24.5900,51.7999
10,53,24.5546,52.2993
10,54,24.5773,52.3853
10,55,24.6521,52.3118
10,56,24.7123,51.7512
10,57,24.7333,52.0567
10,58,24.7228,51.7827
10,59,24.6912,52.3871
10,60,24.6362,52.2534
10,61,24.9203,51.9262
10,62,24.7742,52.0940
11,0,24.9283,51.5666
11,1,24.7248,51.8569
11,2,24.8331,52.1178
11,3,24.7599,51.7804
11,4,24.9844,51.7635
11,5,25.0031,52.1151
11,6,24.9738,51.4724
11,7,24.8307,51.4886
11,8,24.9373,51.8184
11,9,24.9932,51.8399
11,10,24.7920,51.9798
11,11,24.8634,51.8898
11,12,24.9949,51.5762
11,13,24.8346,51.5122
11,14,25.0283,51.8042
11,15,25.0849,51.5697
11,16,24.9909,51.7407
11,17,25.1245,51.6854
11,18,25.0526,51.6454
11,19,24.9458,51.3588
11,20,24.9377,51.1011
11,21,25.1629,51.6085
11,22,25.1111,51.4843
11,23,25.0342,51.6209
11,24,25.1830,51.5799
11,25,24.9585,51.3806
11,26,25.0554,51.0999
11,27,24.9822,50.9491
11,28,25.1871,50.9262
11,29,25.0880,51.4106
11,30,25.1079,51.3536
11,31,25.3035,50.9905
11,32,25.0537,51.3539
11,33,25.1746,50.9206
11,34,25.1749,51.2314
11,35,25.1254,51.0727
11,36,25.2918,51.2186
11,37,25.2101,50.9851
11,38,25.3493,51.3033
11,39,25.1329,50.7410
11,40,25.2945,51.2381
11,41,25.2176,50.7154
11,42,25.3743,50.7020
11,43,25.2234,50.5356
11,44,25.4675,51.0719
11,45,25.3638,51.0845
11,46,25.4328,50.5035
11,47,25.3527,51.1530
11,48,25.4794,51.0655
11,49,25.5412,50.5425
11,50,25.3028,51.0052
11,51,25.2807,50.6026
11,52,25.4160,51.0127
11,53,25.4276,50.9632
11,54,25.5282,50.9515
11,55,25.5472,50.4106
11,56,25.4197,50.8314
11,57,25.5142,50.4844
11,58,25.5509,50.8299
11,59,25.4929,50.5580
11,60,25.4399,50.8821
11,61,25.4678,50.5348
11,62,25.4830,50.8768
12,0,25.4779,50.3735
12,1,25.7086,50.3659
12,2,25.5464,50.6328
12,3,25.5884,50.6622
12,4,25.4781,50.3518
12,5,25.6419,50.5235
12,6,25.7113,50.6566
12,7,25.7732,50.1842
12,8,25.7470,50.6032
12,9,25.8051,49.9368
12,10,25.5329,50.5781
12,11,25.6677,50.1162
12,12,25.5854,50.4428
12,13,25.7248,50.5538
12,14,25.6910,50.4124
12,15,25.8017,50.5128
12,16,25.6492,50.3806
12,17,25.7789,50.4282
12,18,25.7214,50.3354
12,19,25.9316,49.7219
12,20,25.7046,49.7460
12,21,25.9078,49.7424
12,22,25.8733,49.7098
12,23,25.8365,49.9939
12,24,25.8091,50.0626
12,25,25.7414,49.9406
12,26,25.8960,50.0343
12,27,25.8451,50.1907
12,28,25.8678,49.4451
12,29,26.0008,49.9840
12,30,25.8900,49.9361
12,31,25.9420,49.7749
12,32,25.8995,49.7475
12,33,25.9558,49.4916
12,34,26.0029,49.4317
12,35,26.0586,49.6151
12,36,25.9635,49.9483
12,37,25.9125,50.0074
12,38,25.9142,49.9602
12,39,25.9928,49.3705
12,40,25.9823,49.7839
12,41,26.1345,49.5515
12,42,25.9748,49.8667
12,43,26.0020,49.6055
12,44,26.0481,49.4074
12,45,26.1927,49.6769
12,46,26.2464,49.2979
12,47,26.2594,49.2661
12,48,26.1718,49.6227
12,49,26.2776,49.6575
12,50,26.1044,49.5449
12,51,26.2304,48.9639
12,52,26.0944,48.9576
12,53,26.3455,48.9632
12,54,26.0760,49.1988
12,55,26.2620,48.9066
12,56,26.3518,48.8203
12,57,26.3219,49.3590
12,58,26.2954,49.4793
12,59,26.3507,49.4028
12,60,26.1817,49.0267
12,61,26.3420,48.6791
12,62,26.4336,48.6335
13,0,26.3943,49.0121
13,1,26.2646,49.2158
13,2,26.4811,48.6583
13,3,26.4828,48.6216
13,4,26.3419,49.2960
13,5,26.3567,48.9847
13,6,26.4078,48.8794
13,7,26.5320,49.1552
13,8,26.5394,48.7504
13,9,26.3806,48.8826
13,10,26.3381,49.1133
13,11,26.3514,48.6509
13,12,26.5862,49.0692
13,13,26.4417,48.4921
13,14,26.5659,48.5701
13,15,26.4218,48.7906
13,16,26.3791,48.4084
13,17,26.4248,48.8309
13,18,26.5575,48.7108
13,19,26.5101,48.5920
13,20,26.5885,48.6198
13,21,26.6279,48.6332
13,22,26.6315,48.5578
13,23,26.6040,48.4436
13,24,26.6818,48.6347
13,25,26.7628,48.7408
13,26,26.7279,48.7599
13,27,26.7362,48.1653
13,28,26.7573,48.0709
13,29,26.6653,48.1032
13,30,26.8121,48.4827
13,31,26.5914,47.9967
13,32,26.8458,47.9277
13,33,26.5983,47.9873
13,34,26.8507,48.2681
13,35,26.7370,48.1184
13,36,26.7584,48.5408
13,37,26.6929,48.3619
13,38,26.7681,48.0736
13,39,26.7986,48.3323
13,40,26.6835,47.9128
13,41,26.7092,48.3340
13,42,26.8228,47.9445
13,43,26.9217,48.1508
13,44,26.7801,48.0156
13,45,26.7701,48.1392
13,46,26.9613,48.2198
13,47,26.9805,47.8431
13,48,26.9259,48.1356
13,49,26.7967,47.7895
13,50,26.8756,47.5601
13,51,26.8179,47.7191
13,52,27.0689,47.7726
13,53,26.9457,48.0514
13,54,27.0160,48.0445
13,55,26.8583,47.8594
13,56,27.0122,47.8598
13,57,26.9803,47.3155
13,58,27.1103,47.7993
13,59,27.0419,47.7046
13,60,27.0683,47.4101
13,61,27.0959,47.9800
13,62,27.1236,47.4667
14,0,27.1662,47.5075
14,1,27.1827,47.7073
14,2,26.9762,47.1347
14,3,27.0385,47.5635
14,4,27.1452,47.6319
14,5,27.2730,47.1598
14,6,27.1572,47.8083
14,7,27.2674,47.6835
14,8,27.0920,47.4244
14,9,27.2366,47.2270
14,10,27.0907,46.9879
14,11,27.1442,47.1798
14,12,27.2932,46.9243
14,13,27.3630,47.2595
14,14,27.2145,46.9242
14,15,27.2472,47.0044
14,16,27.2901,47.4756
14,17,27.1389,46.9704
14,18,27.1886,47.2459
14,19,27.3236,47.4960
14,20,27.1621,46.8500
14,21,27.1763,46.9152
14,22,27.4571,47.1335
14,23,27.3721,46.9249
14,24,27.4031,47.2233
14,25,27.3144,46.7758
14,26,27.2344,47.0657
14,27,27.3530,46.7151
14,28,27.3523,47.0424
14,29,27.4479,46.8979
14,30,27.3591,46.5992
14,31,27.4654,46.8192
14,32,27.4043,46.9902
14,33,27.5946,46.6807
14,34,27.4361,46.5803
14,35,27.5001,46.4304
14,36,27.5225,46.5226
14,37,27.5256,46.4293
14,38,27.5166,46.5167
14,39,27.5744,46.9223
14,40,27.6347,46.4849
14,41,27.5762,46.2234
14,42,27.4951,46.8216
14,43,27.5756,46.3035
14,44,27.6475,46.3492
14,45,27.5529,46.6000
14,46,27.6595,46.0996
14,47,27.4900,46.8092
14,48,27.7405,46.4419
14,49,27.6690,46.7535
14,50,27.5466,46.3049
14,51,27.6235,46.2678
14,52,27.7728,46.3360
14,53,27.7742,46.1749
14,54,27.6946,46.0618
14,55,27.7468,46.2242
14,56,27.7644,46.1364
14,57,27.6484,45.9191
14,58,27.6882,46.5650
14,59,27.8823,46.3145
14,60,27.7185,46.1223
14,61,27.7207,46.4726
14,62,27.8220,46.3658
15,0,27.9179,46.4291
15,1,27.8622,46.3955
15,2,27.7962,45.8768
15,3,27.8111,46.0545
15,4,27.8160,45.6382
15,5,27.8593,45.9136
15,6,27.9916,46.1066
15,7,27.8448,45.6101
15,8,28.0249,45.9169
15,9,27.9055,45.6557
15,10,28.0281,45.9271
15,11,27.9895,45.8821
15,12,28.0533,46.1149
15,13,28.1161,45.4066
15,14,28.0449,45.7437
15,15,27.9792,45.5662
15,16,28.1234,45.7782
15,17,28.0425,45.8005
15,18,27.9973,45.8830
15,19,27.9431,45.7107
15,20,28.0000,45.3482
15,21,28.1503,45.5199
15,22,27.9704,45.9482
15,23,27.9627,45.5366
15,24,28.0223,45.6164
15,25,28.1738,45.6956
15,26,28.1464,45.3769
15,27,28.0353,45.4955
15,28,28.1595,45.0608
15,29,28.2727,45.0356
15,30,28.2632,45.5965
15,31,28.1548,45.2464
15,32,28.2707,45.2330
15,33,28.0786,45.2039
15,34,28.2298,45.4534
15,35,28.2239,45.3922
15,36,28.2808,45.6517
15,37,28.3825,44.9087
15,38,28.1493,45.2611
15,39,28.3282,45.1435
15,40,28.3329,45.4605
15,41,28.4233,44.9052
15,42,28.4410,45.1643
15,43,28.4215,45.3596
15,44,28.4732,45.3902
15,45,28.3385,44.7577
15,46,28.4484,45.4043
15,47,28.2921,45.0828
15,48,28.4394,44.6678
15,49,28.3067,45.1521
15,50,28.5707,44.8895
15,51,28.4312,44.5309
15,52,28.4725,45.0936
15,53,28.6082,45.1575
15,54,28.6050,45.1865
15,55,28.4013,45.1821
15,56,28.3636,45.1284
15,57,28.6131,45.1685
15,58,28.4898,44.7790
15,59,28.4493,45.0202
15,60,28.6123,44.3643
15,61,28.6162,44.5577
15,62,28.4666,44.7770
16,0,28.6279,44.8747
16,1,28.4882,44.8588
16,2,28.6437,44.8086
16,3,28.6951,44.3623
16,4,28.5123,44.8123
16,5,28.5362,44.2925
16,6,28.6256,44.2203
16,7,28.5482,44.5388
16,8,28.5887,44.6615
16,9,28.7671,44.8176
16,10,28.5850,44.5767
16,11,28.6071,44.4890
16,12,28.5934,44.4005
16,13,28.7991,44.1992
16,14,28.8665,44.0868
16,15,28.9059,44.4494
16,16,28.7999,43.9001
16,17,28.9159,44.2578
16,18,28.8359,43.9475
16,19,28.8043,43.9857
16,20,28.9491,43.8078
16,21,28.8463,43.9446
16,22,28.7428,44.1628
16,23,28.8729,43.8948
16,24,29.0201,44.0586
16,25,28.9832,44.3603
16,26,28.9832,44.0162
16,27,28.9636,43.8516
16,28,28.8992,43.8582
16,29,29.0203,44.2049
16,30,29.0109,44.0448
16,31,29.0551,44.0924
16,32,28.9163,43.6149
16,33,29.0689,43.5038
16,34,29.1272,44.0811
16,35,28.9699,43.7933
16,36,28.9815,43.8524
16,37,29.0294,44.0412
16,38,29.1572,43.9801
16,39,28.9584,43.9722
16,40,29.0729,43.5600
16,41,29.1734,43.4210
16,42,29.0469,43.9468
16,43,29.1087,43.5704
16,44,29.0506,43.3553
16,45,29.2047,43.9574
16,46,29.1007,43.3570
16,47,29.1396,43.7915
16,48,29.0338,43.9041
16,49,29.2183,43.8806
16,50,29.0471,43.3323
16,51,29.2503,43.1249
16,52,29.3232,43.7776
